hand_direction_x,hand_direction_y,hand_direction_z,thumb_direction_x,thumb_direction_y,thumb_direction_z,index_direction_x,index_direction_y,index_direction_z,middle_direction_x,middle_direction_y,middle_direction_z,ring_direction_x,ring_direction_y,ring_direction_z,pinky_direction_x,pinky_direction_y,pinky_direction_z,label
-0.073257,0.227077,-0.971117,0.152497,-0.132751,-0.979348,0.029354,-0.991268,-0.128556,-0.138086,-0.978095,-0.155763,-0.193345,-0.94225,-0.273463,-0.288393,-0.853891,-0.433243,e
-0.0452471,0.195908,-0.979578,0.172804,-0.0858115,-0.981211,0.128827,-0.986861,0.0975088,-0.0401072,-0.998086,-0.0470803,-0.0953931,-0.965114,-0.243836,-0.194711,-0.88591,-0.421011,e
-0.0236002,0.254126,-0.966883,0.25963,-0.194242,-0.945972,0.0633962,-0.994082,0.0882135,-0.114456,-0.993066,-0.0268216,-0.168339,-0.953182,-0.25121,-0.257634,-0.855901,-0.448395,e
-0.0896574,0.180256,-0.979525,-0.198494,0.0902207,-0.975941,0.0869694,-0.968755,-0.23227,-0.0727202,-0.962818,-0.26018,-0.12574,-0.926755,-0.353999,-0.224877,-0.850445,-0.475576,e
-0.0417552,0.206076,-0.977645,0.188285,-0.103123,-0.976685,0.0870028,-0.995533,0.0366801,-0.0814076,-0.994289,-0.0690148,-0.135589,-0.959999,-0.244985,-0.233834,-0.879305,-0.414904,e
-0.0442099,0.252897,-0.966483,0.176305,-0.0717766,-0.981715,0.0413708,-0.997072,-0.0643054,-0.12584,-0.980822,-0.148839,-0.17926,-0.940129,-0.289868,-0.277928,-0.854198,-0.439434,e
-0.0485707,0.187251,-0.981111,0.155588,-0.0669391,-0.985551,0.130705,-0.989626,-0.0596283,-0.0356876,-0.992642,-0.11571,-0.0933039,-0.967172,-0.236375,-0.201922,-0.897355,-0.392405,e
-0.0459775,0.110714,-0.992788,0.0326504,-0.118517,-0.992415,0.123427,-0.992037,-0.0250613,-0.0414953,-0.995979,-0.0794033,-0.0951528,-0.971225,-0.218329,-0.180618,-0.892167,-0.414024,e
-0.017124,0.172212,-0.984911,0.0358285,0.0139919,-0.99926,0.0427657,-0.998809,0.0235101,-0.121815,-0.99045,-0.0645708,-0.175413,-0.964694,-0.196457,-0.268346,-0.889746,-0.369247,e
-0.0243372,0.200073,-0.979479,0.125631,-0.0944065,-0.987575,0.0370147,-0.997998,-0.0512811,-0.129668,-0.986642,-0.0986072,-0.18,-0.950734,-0.252397,-0.272912,-0.866947,-0.41704,e
-0.0394974,0.152561,-0.987504,-0.025306,0.0501434,-0.998421,0.0968624,-0.995296,0.00175525,-0.0686627,-0.995128,-0.0707565,-0.126193,-0.975304,-0.181264,-0.222805,-0.902908,-0.367581,e
-0.049952,0.204312,-0.977631,0.143091,-0.110049,-0.983572,0.0373127,-0.997929,-0.0524073,-0.129754,-0.985247,-0.111586,-0.184461,-0.948217,-0.25857,-0.287064,-0.866058,-0.409314,e
-0.0720535,0.193501,-0.978451,-0.0566163,0.13061,-0.989816,0.0914338,-0.995807,0.00281626,-0.0774983,-0.9946,-0.0690298,-0.137272,-0.967555,-0.212119,-0.243604,-0.886619,-0.393146,e
-0.0721548,0.19407,-0.978331,-0.0209998,0.0234903,-0.999503,0.0411168,-0.995149,-0.0893775,-0.126501,-0.982178,-0.13901,-0.183167,-0.943866,-0.274895,-0.28526,-0.859868,-0.423384,e
-0.067706,0.159242,-0.984915,-0.0321521,0.0817575,-0.996134,0.0754946,-0.996917,0.0213723,-0.0926908,-0.994478,-0.049207,-0.151939,-0.968346,-0.19804,-0.251741,-0.885407,-0.390744,e
-0.0445248,-0.323473,-0.945189,-0.440381,0.0512569,-0.896347,0.253708,0.168906,0.952419,0.0920603,0.138249,0.98611,-0.0529749,0.111026,0.992405,-0.145243,-0.407355,0.901647,a
-0.0183844,-0.313945,-0.949263,-0.383746,0.0449896,-0.922342,0.23441,0.217553,0.947482,0.0700219,0.184248,0.980382,-0.088786,0.154582,0.983983,-0.166071,-0.416599,0.893793,a
0.0635649,-0.341341,-0.937788,-0.384021,0.0381811,-0.922535,0.12244,0.292482,0.9484,-0.0189853,0.259768,0.965484,-0.187,0.238088,0.953071,-0.235721,-0.392198,0.889166,a
0.0435622,-0.32573,-0.944459,-0.357951,0.0587744,-0.931889,0.139909,0.300687,0.943405,-0.00280116,0.277125,0.96083,-0.172345,0.251374,0.952422,-0.241274,-0.400221,0.884087,a
-0.0926174,-0.307267,-0.947105,-0.412602,0.0371346,-0.910154,0.275574,0.289124,0.91677,0.133531,0.263812,0.955287,-0.0200812,0.234551,0.971896,-0.0970472,-0.421849,0.901457,a
0.133481,-0.363483,-0.921988,-0.308205,0.0206671,-0.951096,0.0467014,0.352576,0.934617,-0.094006,0.32841,0.939846,-0.25106,0.293956,0.922257,-0.305073,-0.370127,0.877461,a
-0.262276,-0.281498,-0.923022,-0.562526,0.0588438,-0.824683,0.447938,0.260316,0.855329,0.300114,0.220782,0.928002,0.153622,0.194151,0.968868,0.063034,-0.445797,0.892912,a
0.0731688,-0.209485,-0.97507,-0.331172,0.153733,-0.930963,0.121851,0.19282,0.973639,-0.035159,0.160689,0.986379,-0.200548,0.133587,0.970533,-0.24679,-0.509314,0.824435,a
-0.131659,-0.175521,-0.975632,-0.424641,0.151717,-0.892559,0.307546,0.166242,0.936899,0.156498,0.132864,0.978701,0.00643923,0.0815569,0.996648,-0.064262,-0.540321,0.839002,a
0.178633,-0.38344,-0.906126,-0.151639,-0.037899,-0.987709,0.00357836,0.374862,0.927074,-0.15788,0.343944,0.925622,-0.300215,0.299811,0.90553,-0.349322,-0.350687,0.868903,a
-0.0518509,-0.208727,-0.976598,-0.332931,0.146754,-0.931461,0.239428,0.188143,0.95251,0.0789453,0.16738,0.982727,-0.072997,0.135297,0.988112,-0.182678,-0.496956,0.84833,a
0.164265,-0.351274,-0.92175,-0.15707,0.0059736,-0.987569,0.0250617,0.329394,0.94386,-0.13635,0.297446,0.944952,-0.285241,0.265489,0.920952,-0.355249,-0.375788,0.85591,a
-0.130561,-0.324651,-0.936779,-0.453092,0.0317311,-0.890899,0.322398,0.310767,0.894138,0.158292,0.281933,0.946286,0.0122196,0.250819,0.967957,-0.0783729,-0.400056,0.913133,a
-0.0887811,-0.288575,-0.953332,-0.389563,0.074986,-0.917942,0.281001,0.271719,0.920438,0.113033,0.247938,0.962159,-0.0370442,0.216599,0.975558,-0.14299,-0.426986,0.892881,a
-0.29509,-0.15293,-0.943151,-0.507573,0.192218,-0.839894,0.476077,0.132543,0.869358,0.320813,0.113533,0.940313,0.174469,0.0903997,0.980504,-0.00461553,-0.532764,0.846251,a
-0.0518496,0.174071,-0.983367,-0.237646,0.475359,-0.847088,0.220923,-0.207347,0.952995,0.0793428,-0.224083,0.971335,-0.0843303,-0.256282,0.962916,-0.238338,-0.759258,0.605576,a
0.0326008,-0.0368457,-0.998789,-0.323311,0.252643,-0.911944,0.13671,-0.02752,0.990229,0.00185272,-0.0596903,0.998215,-0.169906,-0.0984403,0.980531,-0.276324,-0.624845,0.730215,a
0.0569176,-0.273119,-0.960295,-0.25882,-0.122615,-0.958111,0.114611,0.231633,0.966028,-0.0265578,0.202722,0.978876,-0.176148,0.13318,0.975313,-0.218544,-0.457345,0.862018,a
-0.035057,-0.436638,-0.898954,-0.348267,-0.0959025,-0.932477,0.20007,0.368216,0.907959,0.0715912,0.345297,0.935759,-0.081751,0.305253,0.948756,-0.164717,-0.289664,0.942848,a
0.0394289,-0.245498,-0.968595,-0.108685,0.064763,-0.991964,0.137947,0.171729,0.975438,-0.0136279,0.153989,0.987979,-0.167352,0.147168,0.974851,-0.295024,-0.452939,0.841313,a
-0.00127336,-0.1443,-0.989533,-0.10094,0.197376,-0.975117,0.17242,0.0724326,0.982357,0.0163267,0.067854,0.997562,-0.141176,0.0718926,0.987371,-0.36298,-0.487028,0.794386,a
0.159062,0.350927,-0.922794,-0.2583,0.194165,-0.946351,-0.00396845,-0.496175,0.868213,-0.20515,-0.445889,0.871262,-0.333589,-0.427153,0.840392,-0.605546,-0.296261,0.738609,a
-0.363218,0.317567,-0.875913,-0.732208,0.165183,-0.660747,0.462587,-0.422132,0.779627,0.342132,-0.396989,0.851672,0.207662,-0.369759,0.905624,-0.0451905,-0.281971,0.958358,a
0.0826415,0.129906,-0.988076,-0.337463,0.113732,-0.934443,0.0529448,-0.235058,0.970538,-0.0837171,-0.210526,0.973997,-0.246721,-0.158676,0.956008,-0.456506,-0.120685,0.881497,a
-0.131107,0.119047,-0.984195,-0.528654,0.0886468,-0.844196,0.237704,-0.202984,0.949892,0.138009,-0.196943,0.970653,-0.0270842,-0.149027,0.988462,-0.254813,-0.123876,0.959023,a
-0.180953,-0.246597,-0.952074,0.0435211,-0.675302,-0.736256,-0.0540963,-0.196889,-0.978932,-0.00885629,-0.147817,-0.988975,-0.120478,-0.108792,-0.986737,-0.112047,-0.131683,-0.984939,b
-0.281037,-0.410855,-0.867304,0.162362,-0.820304,-0.548398,-0.160931,-0.301214,-0.939878,-0.102935,-0.31066,-0.944931,-0.232652,-0.276879,-0.932315,-0.232373,-0.313231,-0.920809,b
-0.303383,-0.444576,-0.842799,0.323774,-0.771989,-0.546995,-0.193175,-0.400285,-0.895799,-0.172439,-0.422635,-0.889744,-0.299135,-0.41035,-0.86147,-0.306808,-0.444093,-0.841814,b
-0.308663,-0.139617,-0.940869,0.164638,-0.62055,-0.766689,-0.160884,0.151361,-0.975298,-0.136422,0.132565,-0.981741,-0.218311,0.107704,-0.969918,-0.252772,-0.040785,-0.966666,b
0.00443413,-0.10837,-0.994101,0.361168,-0.48634,-0.795633,0.100744,-0.0109723,-0.994852,0.112283,0.0462651,-0.992599,-0.00433305,-0.0195896,-0.999799,0.0158253,0.0349272,-0.999265,b
-0.269996,-0.0788753,-0.959625,0.312512,-0.426903,-0.848581,-0.17684,0.0383637,-0.983492,-0.158363,0.0252487,-0.987058,-0.272751,-0.0108678,-0.962023,-0.268474,-0.049128,-0.962033,b
-0.201029,-0.150753,-0.967916,0.314593,-0.460204,-0.830207,-0.0939106,-0.10106,-0.990438,-0.0561198,-0.161164,-0.985331,-0.172516,-0.176577,-0.969051,-0.204845,-0.180446,-0.962018,b
-0.299839,-0.183581,-0.936159,0.158966,-0.605087,-0.780128,-0.187346,-0.116661,-0.975342,-0.152458,-0.212116,-0.965279,-0.288222,-0.20011,-0.936421,-0.319103,-0.230346,-0.919301,b
-0.261428,-0.375979,-0.888985,0.294815,-0.785917,-0.543524,-0.136007,-0.274278,-0.951984,-0.120181,-0.340999,-0.93235,-0.253142,-0.327117,-0.910447,-0.279687,-0.409177,-0.868533,b
0.364843,0.485526,-0.794452,0.146453,-0.0925284,-0.984881,-0.385535,-0.688311,-0.614484,-0.335996,-0.506681,-0.793966,-0.409289,-0.511573,-0.755497,-0.497775,-0.456868,-0.737219,b
-0.19279,-0.206561,-0.959252,-0.143006,-0.554113,-0.820066,-0.0842143,-0.183917,-0.979327,-0.045488,-0.134624,-0.989852,-0.0815278,-0.119409,-0.989492,-0.0481513,-0.0618541,-0.996923,b
-0.102465,-0.238186,-0.965799,-0.175211,-0.519823,-0.836113,0.0210653,-0.173645,-0.984583,0.0549158,-0.189226,-0.980397,-0.052212,-0.187544,-0.980868,-0.0589688,-0.1562,-0.985964,b
-0.0171688,-0.199583,-0.979731,-0.0898793,-0.493341,-0.86518,0.101694,-0.145796,-0.984074,0.109149,-0.148588,-0.982857,-0.00587062,-0.19368,-0.981047,-0.00271086,-0.149894,-0.988698,b
0.060884,-0.131622,-0.989429,0.437979,-0.519522,-0.73367,0.184399,-0.291867,-0.938515,0.182807,-0.308239,-0.933579,0.0559293,-0.371492,-0.92675,0.0201928,-0.327997,-0.944463,b
-0.23573,0.177089,-0.955547,0.0414555,-0.222167,-0.974127,-0.117245,0.146939,-0.982172,-0.107244,0.0789792,-0.991091,-0.239814,-0.00148624,-0.970818,-0.272849,0.0463019,-0.960942,b
-0.445982,-0.0666515,-0.892557,-0.285486,-0.485439,-0.826345,-0.31931,0.0334599,-0.94706,-0.27444,0.0177364,-0.961441,-0.385692,0.0432303,-0.921614,-0.394527,0.0294404,-0.918413,b
-0.23352,-0.26139,-0.936559,-0.237995,-0.552046,-0.799127,-0.109952,-0.165945,-0.979986,-0.0751476,-0.201968,-0.976505,-0.189709,-0.18842,-0.963591,-0.201764,-0.188677,-0.961089,b
-0.0918341,-0.118908,-0.988649,-0.163793,-0.429934,-0.887879,0.0276923,-0.10488,-0.994099,0.0530974,-0.107658,-0.992769,-0.0865225,-0.183194,-0.979262,-0.102999,-0.1316,-0.985937,b
-0.013196,-0.0677134,-0.997618,-0.194626,-0.370774,-0.908101,0.103318,-0.0501672,-0.993382,0.126969,-0.0222146,-0.991658,-0.00970638,-0.118503,-0.992906,-0.0164873,-0.0583934,-0.998158,b
-0.108786,0.0393378,-0.993287,-0.231711,-0.255056,-0.938752,0.00168991,0.14604,-0.989277,0.0386797,0.122839,-0.991673,0.0180884,0.138911,-0.99014,-0.0572277,0.164237,-0.984759,b
-0.148918,-0.149629,-0.977463,-0.17519,-0.451121,-0.875099,-0.0226588,-0.0512948,-0.998426,-0.154072,-0.0934414,-0.983631,-0.119393,-0.10557,-0.987218,-0.108738,-0.0709908,-0.991532,b
0.0343525,-0.132048,-0.990648,0.0679562,-0.483741,-0.872569,0.154107,-0.147472,-0.976987,0.00694245,-0.194737,-0.980831,0.0383567,-0.207003,-0.977588,0.0421034,-0.155003,-0.987016,b
-0.473382,0.0934262,-0.875889,-0.0516787,-0.416897,-0.907483,-0.38116,-0.0409274,-0.923603,-0.530842,-0.0410328,-0.846477,-0.502363,-0.0671849,-0.862042,-0.513901,-0.0102645,-0.857788,b
-0.0253292,-0.144146,-0.989232,0.352356,-0.561119,-0.748993,0.0962698,-0.270186,-0.957983,-0.108741,-0.322026,-0.940465,-0.0864557,-0.341979,-0.935722,-0.0568044,-0.292531,-0.954567,b
-0.355935,0.151737,-0.92211,0.249923,-0.501399,-0.828334,-0.26865,0.033913,-0.962641,-0.416252,0.0266237,-0.90886,-0.375925,-0.0138357,-0.926547,-0.406498,0.0545566,-0.912021,b
-0.455585,0.283454,-0.843858,-0.887422,0.232531,-0.39801,-0.945354,-0.221129,0.239597,-0.939315,-0.082271,0.333044,-0.470047,-0.106598,0.876181,-0.542147,0.110564,0.832978,c
-0.325576,-0.00267096,-0.945512,-0.780959,-0.23078,-0.580382,-0.844462,-0.52478,0.10719,-0.942553,-0.313929,0.114206,-0.80829,-0.260576,0.527984,-0.902766,-0.117619,0.413739,c
-0.362438,0.50373,-0.784152,-0.818834,0.240119,-0.521396,-0.94628,-0.306434,-0.10321,-0.980582,-0.184085,0.0676109,-0.662891,-0.403275,0.630828,-0.744202,-0.227563,0.627995,c
-0.225917,0.54054,-0.810418,-0.754235,0.335373,-0.564495,-0.881192,0.166814,-0.44235,-0.915215,0.257563,-0.309906,-0.8946,-0.0707029,0.441238,-0.878149,0.147924,0.454943,c
-0.189534,0.342827,-0.92008,-0.575078,0.399074,-0.714161,-0.855223,0.0273782,-0.517537,-0.89641,0.131349,-0.423315,-0.888896,-0.0155605,0.457845,-0.900256,0.172004,0.399941,c
-0.203322,0.290156,-0.935131,-0.656431,0.45164,-0.604252,-0.86433,0.00566147,-0.502894,-0.902565,0.115376,-0.414806,-0.846673,0.0109144,0.532001,-0.87519,0.181151,0.448584,c
-0.390741,-0.0162754,-0.920357,-0.858649,-0.0628293,-0.508698,-0.933575,-0.273305,-0.231823,-0.976668,-0.0780521,-0.200068,-0.663013,0.0252884,0.748181,-0.743568,0.14216,0.653373,c
-0.52709,0.10888,-0.842806,-0.914631,-0.0849612,-0.395262,-0.954427,-0.285941,-0.0854776,-0.998322,-0.0519571,0.0255648,-0.656216,-0.174252,0.734177,-0.75432,-0.0130507,0.656377,c
-0.414296,0.169502,-0.894219,-0.87348,0.0323546,-0.485784,-0.916317,-0.354309,-0.186625,-0.542322,-0.379172,0.749743,-0.327487,-0.21253,0.920643,-0.438462,0.00595357,0.89873,c
0.173098,0.141793,-0.974645,-0.428451,-0.0287965,-0.903106,-0.919972,-0.365083,-0.142707,-0.619365,-0.231623,0.750158,-0.986046,-0.132048,0.101375,-0.99711,0.0189157,0.073576,c
-0.222859,0.330864,-0.916986,-0.757775,0.288411,-0.585317,-0.825345,0.0463372,-0.562724,-0.956452,0.0447306,-0.288443,-0.863723,-0.116643,0.490282,-0.901487,0.0435576,0.430608,c
-0.277288,0.0851288,-0.957008,-0.746343,-0.198076,-0.635404,-0.892663,-0.313921,-0.323429,-0.900864,-0.237625,-0.363287,-0.85576,-0.246408,0.454926,-0.911741,-0.106378,0.396752,c
-0.320337,0.303553,-0.897351,-0.814718,0.0976273,-0.571579,-0.904264,-0.0886249,-0.417675,-0.929959,0.0158809,-0.36732,-0.833423,-0.229852,0.502568,-0.876156,-0.073129,0.476447,c
-0.228757,0.112834,-0.966922,-0.763309,0.0245569,-0.645567,-0.921291,-0.113302,-0.372002,-0.943123,-0.0446589,-0.32943,-0.701385,-0.100303,0.70569,-0.730797,0.138775,0.668339,c
-0.112765,0.112319,-0.987253,-0.682018,0.139815,-0.717846,-0.905411,0.017717,-0.424167,-0.939715,0.113557,-0.322553,-0.632928,0.0330922,0.773503,-0.667312,0.217972,0.712168,c
-0.0264961,0.425173,-0.904724,-0.614258,0.243068,-0.750737,-0.865161,0.169038,-0.472146,-0.816205,-0.26828,0.511698,-0.577021,-0.230249,0.783602,-0.60907,-0.110845,0.785332,c
-0.0941092,0.500879,-0.860386,-0.67143,0.391693,-0.629093,-0.924214,-0.116947,-0.363527,-0.983934,0.0271272,-0.176459,-0.998341,-0.0572002,-0.00663663,-0.99424,0.104839,0.0222781,c
-0.0971658,0.525601,-0.845164,-0.670662,0.361347,-0.647797,-0.927684,-0.158631,-0.337991,-0.988357,-0.0128349,-0.151608,-0.972172,-0.170572,0.160585,-0.985916,-0.0085948,0.167018,c
-0.282904,0.404107,-0.869864,-0.740947,0.073068,-0.667577,-0.89108,-0.445022,0.0890579,-0.942334,-0.276946,0.187902,-0.949038,-0.248532,0.1938,-0.981295,-0.0748448,0.177365,c
-0.143155,0.394711,-0.907584,-0.675387,0.0801391,-0.733096,-0.646171,-0.528606,0.55049,-0.670563,-0.407014,0.62023,-0.593953,-0.293541,0.749035,-0.647358,-0.197014,0.736283,c
-0.131534,0.454092,-0.881192,-0.658309,0.0499927,-0.751086,-0.674613,-0.501742,0.541436,-0.693922,-0.37774,0.613013,-0.555157,-0.285528,0.781201,-0.596235,-0.0612246,0.800472,c
-0.100534,0.481865,-0.870459,-0.625007,0.0907658,-0.775324,-0.692075,-0.520959,0.499635,-0.715146,-0.398542,0.574221,-0.403576,-0.338291,0.850109,-0.439049,-0.0801894,0.894877,c
-0.0521204,0.395104,-0.917157,-0.611138,0.0278868,-0.791033,-0.736392,-0.412411,0.536324,-0.751112,-0.281103,0.597338,-0.622083,-0.195555,0.758137,-0.695531,0.0646092,0.715585,c
-0.0684632,0.509721,-0.857612,-0.624268,0.143002,-0.76801,-0.723589,-0.491722,0.484384,-0.740026,-0.369479,0.562003,-0.593711,-0.307136,0.743758,-0.649677,-0.0840027,0.755555,c
-0.0602526,0.520851,-0.851519,-0.606515,0.164424,-0.777884,-0.71239,-0.546628,0.440111,-0.740583,-0.427095,0.518775,-0.645279,-0.350093,0.679006,-0.741192,-0.202345,0.640071,c
-0.009755,-0.29513,-0.955407,-0.152818,-0.854487,-0.496487,-0.340818,-0.191571,-0.920404,-0.670158,-0.425383,0.608225,-0.782071,-0.428916,0.452102,-0.872278,-0.365224,0.325181,d
-0.092846,-0.312802,-0.945269,-0.0611258,-0.913289,-0.402699,-0.406059,-0.251715,-0.878496,-0.609932,-0.439024,0.659727,-0.728295,-0.429044,0.534329,-0.830656,-0.371479,0.414746,d
